pipebomb	パイプ爆弾			軍備・兵器			パイプ爆弾		pipebomb
plastic bomb	プラスチック爆弾			軍備・兵器			プラスチック爆弾		plastic bomb
plastic bullet	プラスチック弾			軍備・兵器			プラスチック弾		plastic bullet
plastic explosive	プラスチック爆弾			軍備・兵器			プラスチック爆弾		plastic explosive
plutonium bomb	プルトニウム爆弾			軍備・兵器			プルトニウム爆弾		plutonium bomb
poison gas	毒ガス			軍備・兵器			毒ガス		poison gas
poisonous gas	毒ガス			軍備・兵器			毒ガス		poisonous gas
pump-action gun	ポンプ連射式の銃、ポンプガン			軍備・兵器			ポンプ連射式の銃、ポンプガン		pump-action gun
radar-guided missile	レーダー誘導ミサイル			軍備・兵器			レーダー誘導ミサイル		radar-guided missile
radiological weapon	放射能兵器			軍備・兵器			放射能兵器		radiological weapon
reconnaissance plane	偵察機			軍備・兵器			偵察機		reconnaissance plane
revolver	回転式連発ピストル、リボルバー			軍備・兵器			回転式連発ピストル、リボルバー		revolver
rocket launcher	ロケット発射筒			軍備・兵器			ロケット発射筒		rocket launcher
rubber bullet	ゴム弾			軍備・兵器			ゴム弾		rubber bullet
sarin nerve gas	サリン神経ガス			軍備・兵器			サリン神経ガス		sarin nerve gas
Scud missile	スカッドミサイル			軍備・兵器			スカッドミサイル		Scud missile
sea-based missile	海上発射ミサイル			軍備・兵器			海上発射ミサイル		sea-based missile
sea-launched missile	海上発射ミサイル			軍備・兵器			海上発射ミサイル		sea-launched missile
sleeping gas	睡眠ガス			軍備・兵器			睡眠ガス		sleeping gas
smart bomb	スマート爆弾			軍備・兵器			スマート爆弾		smart bomb
spy plane	偵察機			軍備・兵器			偵察機		spy plane
stealth bomber	ステルス爆撃機			軍備・兵器			ステルス爆撃機		stealth bomber
stun gun	スタンガン			軍備・兵器			スタンガン		stun gun
submarine	潜水艦			軍備・兵器			潜水艦		submarine
suicide pilot	神風特攻隊隊員			軍備・兵器			神風特攻隊隊員		suicide pilot
suitcase nuke	携帯可能な小型の核兵器			軍備・兵器			携帯可能な小型の核兵器		suitcase nuke
support fighter	支援戦闘機			軍備・兵器			支援戦闘機		support fighter
surface ship	水上艦			軍備・兵器			水上艦		surface ship
surface-to-air missile	地対空ミサイル			軍備・兵器			地対空ミサイル		surface-to-air missile
surface-to-surface missile	地対地ミサイル			軍備・兵器			地対地ミサイル		surface-to-surface missile
surveillance plane	偵察機			軍備・兵器			偵察機		surveillance plane
tactical fighter	戦術戦闘機			軍備・兵器			戦術戦闘機		tactical fighter
Taepodong	テポドン		北朝鮮のミサイル	軍備・兵器	北朝鮮のミサイル		テポドン		Taepodong
tank	戦車			軍備・兵器			戦車		tank
tank gun	戦車砲			軍備・兵器			戦車砲		tank gun
tear gas	催涙ガス			軍備・兵器			催涙ガス		tear gas
theater high-altitude area defense	戦域高高度防衛ミサイル	THAAD		軍備・兵器		THAAD	戦域高高度防衛ミサイル	THAAD	theater high-altitude area defense
time bomb	時限爆弾			軍備・兵器			時限爆弾		time bomb
Tomahawk	トマホーク		巡航ミサイル	軍備・兵器	巡航ミサイル		トマホーク		Tomahawk
torpedo	魚雷			軍備・兵器			魚雷		torpedo
torpedo boat	魚雷艇			軍備・兵器			魚雷艇		torpedo boat
toxic gas	毒ガス			軍備・兵器			毒ガス		toxic gas
transport aircraft	輸送機			軍備・兵器			輸送機		transport aircraft
uninhabited combat air vehicle	無人戦闘機	UCAV		軍備・兵器		UCAV	無人戦闘機	UCAV	uninhabited combat air vehicle
VX	強力な神経ガス	VX		軍備・兵器		VX	強力な神経ガス	VX	VX
warhead	弾頭			軍備・兵器			弾頭		warhead
water cannon	放水砲			軍備・兵器			放水砲		water cannon
weaponry	兵器類、造兵学			軍備・兵器			兵器類、造兵学		weaponry
weapons inspector	武器査察官			軍備・兵器			武器査察官		weapons inspector
weapons of mass destruction	大量破壊兵器	WMD		軍備・兵器		WMD	大量破壊兵器	WMD	weapons of mass destruction
weapons-grade plutonium	兵器級プルトニウム			軍備・兵器			兵器級プルトニウム		weapons-grade plutonium
Asia-Europe Meeting	アジアヨーロッパ首脳会議	ASEM		国際組織		ASEM	アジアヨーロッパ首脳会議	ASEM	Asia-Europe Meeting
Asia-Pacific Economic Cooperation	エイペック、アジア太平洋経済協力会議	APEC		国際組織		APEC	エイペック、アジア太平洋経済協力会議	APEC	Asia-Pacific Economic Cooperation
Commonwealth	イギリス連邦			国際組織			イギリス連邦		Commonwealth
Commonwealth of Independent States	独立国家共同体	CIS		国際組織		CIS	独立国家共同体	CIS	Commonwealth of Independent States
Doctors Without Borders	国境なき医師団			国際組織			国境なき医師団		Doctors Without Borders
Economic and Social Commission for Asia and the Pacific	国連アジア太平洋経済社会委員会	ESCAP		国際組織		ESCAP	国連アジア太平洋経済社会委員会	ESCAP	Economic and Social Commission for Asia and the Pacific
Economic and Social Council	経済社会理事会	ECOSOC	国連の主要機関	国際組織	国連の主要機関	ECOSOC	経済社会理事会	ECOSOC	Economic and Social Council
economic power	経済大国			国際組織			経済大国		economic power
Group of 8	先進8カ国首脳会議	G8		国際組織		G8	先進8カ国首脳会議	G8	Group of 8
human-rights organization	人権保護団体			国際組織			人権保護団体		human-rights organization
International Civil Aviation Organization	国際民間航空機関	ICAO		国際組織		ICAO	国際民間航空機関	ICAO	International Civil Aviation Organization
International Criminal Police Organization	国際刑事警察機構、インターポール	Interpol		国際組織		Interpol	国際刑事警察機構、インターポール	Interpol	International Criminal Police Organization
International Criminal Tribunal for the Former Yugoslavia	旧ユーゴスラビア国際刑事裁判所			国際組織			旧ユーゴスラビア国際刑事裁判所		International Criminal Tribunal for the Former Yugoslavia
International Labor Organization	国際労働機関	ILO		国際組織		ILO	国際労働機関	ILO	International Labor Organization
International Maritime Organization	国際海事機関	IMO		国際組織		IMO	国際海事機関	IMO	International Maritime Organization
International Monetary Fund	国際通貨基金	IMF		国際組織		IMF	国際通貨基金	IMF	International Monetary Fund
international organization	国際組織、国際機関			国際組織			国際組織、国際機関		international organization
International Organization for Standardization	国際標準化機構	ISO		国際組織		ISO	国際標準化機構	ISO	International Organization for Standardization
International Telecommunication Union	国際電気通信連合	ITU		国際組織		ITU	国際電気通信連合	ITU	International Telecommunication Union
International Tribunal for the Law of the Sea	国際海洋法裁判所	ITLOS		国際組織		ITLOS	国際海洋法裁判所	ITLOS	International Tribunal for the Law of the Sea
International Whaling Commission	国際捕鯨委員会	IWC		国際組織		IWC	国際捕鯨委員会	IWC	International Whaling Commission
Islamic Conference Organization	イスラム諸国会議機構			国際組織			イスラム諸国会議機構		Islamic Conference Organization
Joint United Nations Programme on HIV/AIDS	国連エイズ合同計画	UNAIDS		国際組織		UNAIDS	国連エイズ合同計画	UNAIDS	Joint United Nations Programme on HIV/AIDS
non-permanent member	非常任理事国		国連安全保障理事会	国際組織	国連安全保障理事会		非常任理事国		non-permanent member
North Atlantic Treaty Organization	北大西洋条約機構	NATO		国際組織		NATO	北大西洋条約機構	NATO	North Atlantic Treaty Organization
Organization of the Islamic Conference	イスラム諸国会議機構	OIC		国際組織		OIC	イスラム諸国会議機構	OIC	Organization of the Islamic Conference
permanent member	常任理事国		国連安全保障理事会	国際組織	国連安全保障理事会		常任理事国		permanent member
Red Crescent	赤新月		イスラム教国の赤十字社	国際組織	イスラム教国の赤十字社		赤新月		Red Crescent
superpower	超大国			国際組織			超大国		superpower
U.N. Disengagement Observer Force	国連兵力引き離し監視軍	UNDOF		国際組織		UNDOF	国連兵力引き離し監視軍	UNDOF	U.N. Disengagement Observer Force
U.N. Educational, Scientific and Cultural Organization	国連教育科学文化機関	UNESCO		国際組織		UNESCO	国連教育科学文化機関	UNESCO	U.N. Educational, Scientific and Cultural Organization
U.N. Food and Agriculture Organization	国連食糧農業機関	FAO		国際組織		FAO	国連食糧農業機関	FAO	U.N. Food and Agriculture Organization
U.N. General Assembly	国連総会			国際組織			国連総会		U.N. General Assembly
U.N. General Assembly Special Session on Children	国連子ども特別総会			国際組織			国連子ども特別総会		U.N. General Assembly Special Session on Children
U.N. High Commissioner for Refugees	国連難民高等弁務官	UNHCR		国際組織		UNHCR	国連難民高等弁務官	UNHCR	U.N. High Commissioner for Refugees
U.N. International Children's Emergency Fund	国連児童基金	UNICEF		国際組織		UNICEF	国連児童基金	UNICEF	U.N. International Children's Emergency Fund
U.N. International Fond of Agricultural Development	国際農業開発基金	IFAD		国際組織		IFAD	国際農業開発基金	IFAD	U.N. International Fond of Agricultural Development
U.N. Monitoring, Verification and Inspection Commission	国連監視検証査察委員会	UNMOVIC		国際組織		UNMOVIC	国連監視検証査察委員会	UNMOVIC	U.N. Monitoring, Verification and Inspection Commission
U.N. Relief and Works Agency	国連パレスチナ難民救済事業機関	UNRWA		国際組織		UNRWA	国連パレスチナ難民救済事業機関	UNRWA	U.N. Relief and Works Agency
U.N. Secretary-General	国連事務総長			国際組織			国連事務総長		U.N. Secretary-General
U.N. Security Council	国連安全保障理事会			国際組織			国連安全保障理事会		U.N. Security Council
United Nations	国際連合	UN		国際組織		UN	国際連合	UN	United Nations
United Nations Development Program	国連開発計画	UNDP		国際組織		UNDP	国連開発計画	UNDP	United Nations Development Program
United Nations Environment Program	国連環境計画	UNEP		国際組織		UNEP	国連環境計画	UNEP	United Nations Environment Program
United Nations Interim Force in Lebanon	国連レバノン暫定軍	UNIFIL		国際組織		UNIFIL	国連レバノン暫定軍	UNIFIL	United Nations Interim Force in Lebanon
United Nations Millennium Summit	国連ミレニアムサミット			国際組織			国連ミレニアムサミット		United Nations Millennium Summit
United Nations Population Fund	国連人口基金			国際組織			国連人口基金		United Nations Population Fund
United Nations Population Fund	国連人口基金	UNFPA		国際組織		UNFPA	国連人口基金	UNFPA	United Nations Population Fund
United Nations Transitional Authority in Cambodia	国連カンボジア暫定統治機構	UNTAC		国際組織		UNTAC	国連カンボジア暫定統治機構	UNTAC	United Nations Transitional Authority in Cambodia
World Bank	世界銀行			国際組織			世界銀行		World Bank
World Food Program	世界食糧計画	WFP		国際組織		WFP	世界食糧計画	WFP	World Food Program
World Health Organization	世界保健機関	WHO		国際組織		WHO	世界保健機関	WHO	World Health Organization
World Intellectual Property Organization	世界知的所有権機関	WIPO		国際組織		WIPO	世界知的所有権機関	WIPO	World Intellectual Property Organization
World Meteorological Organization	世界気象機関	WMO		国際組織		WMO	世界気象機関	WMO	World Meteorological Organization
World Trade Organization	世界貿易機関	WTO		国際組織		WTO	世界貿易機関	WTO	World Trade Organization
